국립공원명,세부위치,위도,경도
지리산,무제치기 교 상단200m,35.34638888888889,127.75944444444444
지리산,삼거리 하단 500m,35.377500000000005,127.75944444444444
지리산,천왕봉 정상,35.336666666666666,127.75944444444444
지리산,천왕샘 하단 50m,35.33444444444444,127.73083333333334
지리산,내삼신봉 하단 10m,35.26083333333333,127.69694444444445
지리산,로타리대피소 상단 100m,35.32666666666667,127.73583333333333
지리산,소지봉 상단 망바위 1.3km,35.339444444444446,127.7088888888889
지리산,마당바위(추성 2.3km),35.37583333333333,127.69527777777778
지리산,첫나들이폭포,35.34583333333334,127.68166666666667
지리산,12-08지점 200m아래,35.308611111111105,127.63722222222223
지리산,의신옛길 입구 50m지점,35.263333333333335,127.64
지리산,불일탐방로 용추쌀바위,35.23777777777778,127.62944444444443
지리산,선비샘에서 300m,35.32027777777778,127.66361111111112
지리산,01-28지점,35.32555555555556,127.63694444444445
지리산,통천문 상단 150m,35.336111111111116,127.72833333333334
지리산,01-40지점,35.321111111111115,127.6863888888889
지리산,전망바위,35.33222222222223,127.7125
지리산,석실,35.363055555555555,127.58361111111111
지리산,용소,35.38861111111111,127.46111111111111
지리산,정상 전망대,35.29333333333333,127.53166666666667
지리산,하부 전망대,35.29333333333333,127.53138888888888
지리산,삼도봉 정상,35.308611111111105,127.57722222222222
경주,신선암 일원,35.771388888888886,129.23472222222222
경주,이무기능선 일원,35.769444444444446,129.22416666666666
계룡산,관음봉 정상 일원,36.35194444444445,127.20055555555555
계룡산,관음봉 하단 400,36.35333333333333,127.2025
계룡산,자연성능에서 금잔디 갈림길,36.36083333333333,127.20777777777778
계룡산,계룡 09-03 지점 일원,36.370555555555555,127.24388888888889
계룡산,계룡 09-04 지점 일원,36.36972222222222,127.24055555555556
한려해상,금산정상(봉수대),34.75361111111111,127.98277777777778
한려해상,상사바위,34.74888888888889,127.98027777777779
한려해상,제석봉,34.751666666666665,127.98138888888889
한려해상,장군암,34.75138888888889,127.98222222222222
한려해상,해수관음상 전망데크,34.751666666666665,127.98305555555555
한려해상,부소암 교량,34.75222222222222,127.97694444444444
한려해상,이태조기단,35.7525,127.98416666666667
한려해상,노루여전망대 하단 50m,34.708333333333336,128.44972222222222
한려해상,노루여전망대 ,34.70805555555556,128.45027777777776
한려해상,미인전망대,34.711111111111116,128.46055555555554
한려해상,등대섬전망대,34.623333333333335,128.55083333333334
한려해상,망태봉 하부전망대,34.62444444444444,128.55055555555558
한려해상,등대섬정상,34.61972222222222,128.54777777777778
한려해상,당금삼거리 상단 100m,34.64111111111111,128.57583333333332
한려해상,샛끝전망대,34.82638888888889,128.75472222222223
한려해상,마끝전망대,34.81527777777777,128.74666666666664
한려해상,마늘바위 전방 300m,34.77361111111111,128.62166666666667
한려해상,뫼바위전망대,34.76777777777777,128.62444444444446
설악산,권금성,38.275277777777774,128.81305555555556
설악산,1전망대,38.3275,128.79749999999999
설악산,2전망대,38.32833333333333,128.79666666666665
설악산,3전망대,38.328611111111115,128.79527777777778
설악산,무너미고개 전망대,38.23083333333334,128.77861111111113
설악산,희운각대피소 상향 100M,38.22527777777778,128.77972222222223
설악산,신선대,38.027499999999996,128.77166666666668
설악산,03-08~03-07,38.242222222222225,128.77055555555557
설악산,03-08~03-07,38.24277777777778,128.77027777777778
설악산,1275봉 하단부,38.25472222222222,128.7513888888889
설악산,03-01~마등령삼거리,38.265277777777776,128.74027777777778
설악산,마등령삼거리,38.272777777777776,128.73916666666668
설악산,마등령,38.27611111111111,128.73888888888888
설악산,02-05 일원,38.27222222222222,128.7511111111111
설악산,02-04 일원,38.27111111111111,128.75972222222222
설악산,여심폭포 전망대,38.14833333333333,128.69972222222222
설악산,등선대 하향 300m,38.14694444444444,128.70111111111112
설악산,등선대 하향 100m,38.14333333333333,128.70333333333335
설악산,등선대,38.14388888888889,128.705
설악산,등선폭포 상향 300m,38.14222222222222,128.70388888888888
설악산,등선폭포 상향 100m,38.13666666666666,128.7225
설악산,용소삼거리 상향 400m,38.14083333333333,128.7225
설악산,끝청 하향 300m,38.199999999999996,128.75972222222222
설악산,09-08지점,38.192499999999995,128.71944444444443
설악산,09-08 하향 200m,38.19416666666667,128.71638888888887
설악산,09-07일원,38.183611111111105,128.70777777777778
설악산,09-07 하향 200m,38.183611111111105,128.70666666666668
설악산,09-06일원,38.18666666666666,128.70277777777778
설악산,09-06 하향 200m,38.18694444444444,128.69555555555556
설악산,용아장성,38.237500000000004,128.70499999999998
설악산,남교리 지킴터 상단 700m,38.303333333333335,128.5063888888889
설악산,남교리 지킴터 상단 1Km 날개형 이정표_응봉폭포,38.29888888888889,128.51055555555556
설악산,날개형 이정표 상단 200m,38.29555555555555,128.51333333333332
설악산,날개형 이정표 상단 250m,38.29555555555555,128.51472222222222
설악산,날개형 이정표 상단 400m,38.296388888888885,128.5197222222222
설악산,날개형 이정표 상단 800m,38.29555555555555,128.51833333333335
설악산,복숭아탕 전망대 하향 600m,38.27361111111111,128.53472222222223
설악산,복숭아탕 전망대 하향 200m,38.02916666666667,128.5363888888889
설악산,복숭아탕 전망대 하향 30m,38.276944444444446,128.53944444444446
설악산,한계령탐방지원센터 상향 30M,38.17194444444444,128.68527777777777
설악산,12-17에서 한계령 방향 200M,38.20944444444445,128.65916666666666
설악산,다목적위치표지판12-17,38.20944444444445,128.6547222222222
설악산,1408 정상,38.21888888888889,128.62166666666667
설악산,1408정상에서 대승령방향30m,38.22083333333334,128.61916666666667
설악산,대승폭포 1전망대,38.20722222222223,128.57944444444445
설악산,대승폭포 2전망대,38.20861111111111,128.57694444444445
설악산,대승폭포 3전망대,38.211666666666666,128.57666666666665
속리산,청석재 상단 100m,36.7425,127.92416666666666
속리산,중절모 바위,36.742222222222225,127.92472222222223
속리산,중절모 바위 상단 20m,36.74194444444444,127.92444444444445
속리산,칠보산정상(경관해설판),36.739444444444445,127.92750000000001
속리산,거북바위,36.73972222222222,127.92888888888889
속리산,아가봉 정상에서 옥녀봉 방향 150m 지점,36.71805555555556,127.84388888888888
속리산,안장바위(12-06지점),36.70583333333334,127.93472222222222
속리산,도명산 정상,36.652499999999996,127.81666666666666
속리산,도명산 정상하단 150m,36.652499999999996,127.81583333333333
속리산,상환석문,36.54888888888889,127.86611111111111
속리산,배석대,36.549166666666665,127.86749999999999
속리산,천왕봉 헬기장 위,36.54527777777778,127.87194444444444
속리산,입석대,36.55583333333333,127.87333333333332
속리산,경업대,36.55694444444444,127.86777777777777
속리산,문장대 방향 1.5km,36.573888888888895,127.87638888888888
속리산,문장대 방향 2.3km,36.56861111111112,127.86999999999999
속리산,문장대 방향 2.4km,36.569722222222225,127.86972222222222
속리산,문장대 철계단 옆,36.56722222222223,127.86222222222221
속리산,문장대 정상,36.56777777777778,127.86222222222221
속리산,백악산에서 수안재 방향 0.6km,36.617222222222225,127.86138888888888
속리산,백악산에서 수안재 방향 0.7km,36.617777777777775,127.85111111111111
속리산,백악산에서 수안재 방향 1.2km,36.61944444444445,127.85583333333332
속리산,백악산에서 수안재 방향 2.9km,36.618611111111115,127.83583333333333
속리산,용화에서 묘봉 방향 3km,36.580000000000005,127.82166666666666
속리산,용화에서 묘봉 방향 3.2km,36.581388888888895,127.81833333333333
속리산,용화에서 묘봉 방향 3.4km,36.58027777777778,127.81861111111111
속리산,상학봉 정상,36.57888888888889,127.8236111111111
속리산,묘봉 정상,36.57138888888889,127.82666666666667
내장산,불출봉 ~ 망해봉 방향 200m,35.49888888888889,126.88972222222223
내장산,망해봉 일원,35.49777777777778,126.87944444444443
내장산,까치봉 하단 V형 계곡,35.486666666666665,126.88111111111111
내장산,갓바위 정상부,35.484722222222224,126.82694444444444
내장산,백학봉 정상부,35.44888888888889,126.88222222222221
내장산,"학바위 하단 50m 지점(백학-3,4)",35.44888888888889,126.89277777777777
내장산,"영천굴 상부 50m 지점(백학-1,2)",35.44472222222222,126.88222222222221
가야산,상왕봉 정상1,35.82361111111111,128.12055555555557
가야산,상왕봉 정상2,35.82361111111111,128.12027777777777
가야산,봉천대 상부,35.82277777777778,128.12
가야산,봉천대 상부,35.82277777777778,128.11944444444444
가야산,중봉,35.822500000000005,128.11805555555557
가야산,중봉 하부,35.82222222222222,128.1175
가야산,석조여래입상 인근,35.82194444444445,128.11722222222224
가야산,칠불봉 정상,35.822500000000005,128.1227777777778
가야산,칠불봉 하부,35.822500000000005,128.1225
가야산,칠불봉 하부2,35.82222222222222,128.1227777777778
가야산,남산제일봉 정상,35.772777777777776,128.09555555555556
가야산,남산제일봉 하부,35.772777777777776,128.0952777777778
가야산,남산제일봉 하부1,35.77305555555555,128.09583333333333
가야산,남산제일봉 하부2,35.77388888888889,128.09722222222223
가야산,남산제일봉 하부3,35.77361111111111,128.09944444444446
가야산,남산제일봉 하부4,35.77361111111111,128.10083333333333
가야산,남산제일봉 하부5,35.77388888888889,128.10277777777776
가야산,청량사 상부,35.774166666666666,128.10333333333332
가야산,상아덤,35.81305555555555,128.12361111111113
가야산,상아덤 하부,35.81305555555555,128.1238888888889
가야산,만물상 상부1,35.81333333333333,128.12583333333333
가야산,만물상 상부2,35.81305555555555,128.1275
가야산,만물상 중부1,35.81194444444444,128.1302777777778
가야산,만물상 중부2,35.8125,128.12944444444446
가야산,만물상 하부1,35.81222222222222,128.13
가야산,만물상 하부2,35.805,128.13555555555556
덕유산,향적봉 정상,35.859722222222224,127.7461111111111
덕유산,삿갓재대피소 하단 1km,35.78388888888889,127.70972222222223
덕유산,송대하단 300m,35.9375,127.69972222222222
덕유산,서봉 하단 500m,35.76972222222222,127.66666666666667
덕유산,서봉 하단 1.5km,35.763333333333335,127.66333333333334
오대산,십자소하단,37.81305555555555,128.70388888888888
오대산,식당암,37.80916666666666,128.6938888888889
오대산,삼선암 상단 200M,37.80583333333333,128.68972222222223
오대산,구룡폭포 하단 100M,37.80361111111111,128.68694444444444
오대산,구룡폭포 ,37.80222222222222,128.68555555555557
주왕산,주봉정상 하단 400m,36.391666666666666,129.15833333333333
주왕산,주봉정상 하단 150m,36.39055555555556,129.16111111111113
주왕산,장군봉전망대 하단 100m,36.401111111111106,129.14333333333332
주왕산,장군봉전망대 하단 70m,36.40138888888889,129.14305555555555
주왕산,장군봉전망대 옆,36.401944444444446,129.1436111111111
주왕산,장군봉전망대 상단 50m,36.40277777777778,129.1436111111111
주왕산,장군봉전망대 상단 150m,36.40472222222222,129.14249999999998
주왕산,가메봉 정상,36.4,129.19666666666666
주왕산,절골입구 상단 1.7km,36.37722222222222,129.1938888888889
주왕산,대문다리 하단 1km,36.38111111111111,129.1977777777778
주왕산,대문다리 하단 400m,36.38583333333333,129.19972222222222
주왕산,대문다리 하단 220m,36.38638888888889,129.2011111111111
주왕산,대문다리 하단 180m,36.38611111111111,129.2011111111111
주왕산,대문다리 하단 140m,36.38583333333333,129.20194444444442
다도해해상,누룩바위,34.23694444444445,126.8938888888889
다도해해상,광대봉,34.15083333333333,126.56388888888888
다도해해상,광대봉-청별,34.15472222222222,126.5625
다도해해상,청별,34.156388888888884,126.56166666666667
다도해해상,범바위,34.155833333333334,126.88944444444445
다도해해상,미역널방 전,34.536944444444444,127.71083333333334
다도해해상,미역널방 입구,34.50333333333334,127.82388888888889
다도해해상,옥녀봉,34.87833333333333,128.2777777777778
다도해해상,쉼터,34.50277777777778,127.78583333333333
다도해해상,칼바위,34.01583333333333,127.29805555555555
다도해해상,유영봉정상5m아래,34.628055555555555,127.43027777777779
다도해해상,선녀봉주변,34.629444444444445,127.43944444444445
다도해해상,강산폭포~선녀봉방향 1.5km지점,34.630833333333335,127.44222222222223
다도해해상,강산폭포~선녀봉방향 1.3km지점,34.630833333333335,127.44250000000001
다도해해상,선녀봉~성주봉방향 0.9km지점,34.62777777777778,127.43472222222222
다도해해상,유영봉~성주봉사이 0.1km지점,34.62722222222222,127.43083333333334
다도해해상,칠성봉정상,34.6225,127.43055555555556
다도해해상,적취봉~깃대봉방향 50m지점,34.619166666666665,127.43166666666667
다도해해상,부꾸지방향 1.0km,34.2975,126.71166666666667
다도해해상,부꾸지방향 1.5km,34.297777777777775,126.71194444444444
치악산,사다리병창 500m 전,37.382222222222225,128.0588888888889
치악산,사다리병창 ,37.38138888888889,128.05861111111113
치악산,사다리병창,37.3775,128.05861111111113
치악산,사다리병창,37.37722222222222,128.05861111111113
치악산,말등바위,37.375277777777775,128.0588888888889
치악산,말등바위,37.37305555555555,128.05861111111113
치악산,계곡길 중간부,37.37916666666667,128.05722222222224
치악산,비로봉 정상,37.365,128.05555555555557
치악산,입석사 상단,37.362500000000004,128.0413888888889
치악산,주막거리 상단 100m,37.34111111111111,128.02666666666667
치악산,치마바위,37.315,128.04472222222222
월악산,영봉100m전,36.88638888888889,128.10444444444443
월악산,하봉50m전,36.89111111111111,128.1011111111111
월악산,하봉100m전,36.89138888888889,128.10083333333333
월악산,마애블 상단 500m 지점,36.87,128.10555555555555
월악산,전망대 상단 20m,36.87138888888889,128.1063888888889
월악산,01-07지점,36.87138888888889,128.10694444444445
월악산,탄항산 상단 100m,36.806666666666665,128.10222222222222
월악산,05-06지점,36.84638888888889,128.06805555555556
월악산,05-09지점,36.85,128.0822222222222
월악산,05-09지점 상단 110m,36.85027777777778,128.0836111111111
월악산,헬기장 상단 200m,36.842222222222226,128.12666666666667
월악산,가은산 전망대 계단 아래,36.95638888888889,128.2483333333333
월악산,가은산 전망대 아래,36.95638888888889,128.24749999999997
월악산,상천휴게소 전 1.5km 지점,36.958333333333336,128.2386111111111
월악산,상천휴게소 1km 전,36.96194444444445,128.23805555555555
월악산,구담봉 07-03 상단 150m,36.93666666666666,128.24444444444444
월악산,구담봉 정상 하단 140m,36.93722222222222,128.24527777777777
월악산,신선봉,36.858333333333334,128.30805555555557
월악산,신선봉～내궁기삼거리,36.85777777777778,128.30861111111113
월악산,채운봉 하단 130m지점,36.85861111111111,128.30472222222224
월악산,09-01지점 상단 80m,36.927499999999995,128.2563888888889
월악산,09-01지점 상단 260m,36.92583333333333,128.77361111111114
월악산,09-02지점 하단부 일원,36.924166666666665,128.72555555555556
월악산,09-03지점 상단 100m,36.92222222222222,128.2625
북한산,암벽구간,37.5325,126.94305555555556
북한산,암릉,37.50055555555556,126.96361111111112
북한산,암릉,37.53472222222222,126.9563888888889
북한산,암릉,37.628055555555555,126.95916666666668
북한산,암릉,38.0575,127.60833333333333
북한산,암릉,38.05777777777777,127.60694444444444
북한산,암릉,38.05833333333333,127.60833333333333
북한산,암릉,38.059999999999995,127.61527777777778
북한산,암릉,38.053888888888885,127.61694444444444
북한산,암릉,38.05416666666667,127.61722222222221
북한산,암릉,38.05444444444444,127.61749999999999
북한산,암릉,38.05472222222222,127.61777777777777
북한산,암릉,38.0575,127.60833333333333
북한산,암릉,38.05555555555555,127.62027777777777
북한산,암릉,38.05555555555555,127.62083333333332
북한산,의상봉 300m하단(분소쪽),38.09305555555556,127.60305555555556
북한산,의상봉 50m하단(분소쪽),38.08972222222223,127.60027777777778
북한산,용출봉 암릉,38.077222222222225,127.60527777777777
북한산,용혈봉 암릉,38.07527777777778,127.61166666666666
북한산,부왕동암문~나월봉 암릉,38.07138888888888,127.62472222222222
북한산,나한봉~715봉 암릉,38.05972222222222,127.61972222222222
북한산,해골바위하단 암릉,38.11611111111111,127.62722222222222
북한산,마당바위 암릉,38.11527777777778,127.6286111111111
북한산,산불카메라 하단 암릉,38.10138888888889,127.61777777777777
북한산,숨은벽릿지하단 암릉,38.10777777777778,127.63416666666666
북한산,숨은벽릿지입구 암릉,38.10055555555556,127.63583333333332
북한산,주탐방로 철난간,38.10527777777778,127.63583333333332
북한산,계곡,38.102222222222224,127.63666666666666
북한산,암릉,37.63722222222222,126.97583333333334
북한산,암릉,38.10416666666667,127.62972222222221
북한산,암벽구간,38.155833333333334,127.62694444444443
북한산,"암벽,암릉구간",37.65888888888889,126.97166666666666
북한산,백운산장,38.106388888888894,127.63861111111112
북한산,백운대 가는길,38.106388888888894,127.6363888888889
북한산,백운산장-백운봉암문와이어,38.10583333333334,127.63333333333334
북한산,백운대주탐방로,38.10583333333334,127.64222222222222
북한산,백운대정상,38.10722222222223,127.63916666666665
북한산,백운대봉암문~용암문 구간,38.10416666666667,127.64277777777777
북한산,암문~노적삼 중간 망바위,38.1025,127.64138888888888
북한산,노적삼거리 상단 300m,38.10583333333334,127.64222222222222
북한산,영봉에서 육모정방향 200m,38.10111111111111,127.65055555555556
북한산,영봉에서 하루재 방향 100m,38.10916666666667,127.65694444444445
북한산,주탐방로철난간,38.10888888888889,127.65805555555556
북한산,칼바위 정상 데크구간,37.635555555555555,126.98555555555555
북한산,선인봉,37.696666666666665,127.01805555555555
북한산,Y계곡,37.70027777777778,127.01555555555555
북한산,신선대,37.698611111111106,127.015
북한산,뜀바위,37.69833333333333,127.01444444444445
북한산,공룡바위,37.7,127.01666666666667
북한산,말바위,37.70138888888889,127.01777777777778
북한산,에덴바위,37.69777777777777,127.01472222222222
북한산,우이암,37.683611111111105,127.00888888888889
북한산,냉골암벽훈련장,37.696666666666665,127.02666666666667
북한산,냉골릿지,37.69944444444444,127.02694444444444
북한산,심원사 상단 150m,37.70277777777778,127.0325
북한산,체력단련장 상단,37.71027777777778,127.02555555555556
북한산,제2보루,37.723888888888894,127.0225
북한산,민둥바위,37.70527777777778,126.99
북한산,여성봉하단,37.70333333333333,126.9925
북한산,여성봉,37.702222222222225,126.99277777777777
북한산,오봉,37.696666666666665,127.00111111111111
북한산,원통사 하단 50m,37.68333333333333,127.01166666666667
북한산,슬랩바위,37.695277777777775,127.0213888888889
북한산,거북샘,37.69222222222222,127.02944444444444
북한산,마당바위,37.69416666666666,127.01722222222222
북한산,미륵바위,37.69333333333333,127.01805555555555
북한산,사패산정상,37.722500000000004,127.01027777777777
북한산,포대정상,37.70111111111111,127.01583333333333
북한산,만장봉,37.698055555555555,127.01638888888888
북한산,칼바위,37.69694444444444,127.01055555555556
소백산,소백01-11 상부 40m,36.955555555555556,128.47361111111113
소백산,희방폭포 상단 교량,36.93333333333333,128.45777777777778
소백산,소백06-06 상단 100m,36.975,128.50666666666666
소백산,도솔봉 정상,36.86833333333333,128.44222222222223
월출산,천황봉 일원,34.766666666666666,126.7038888888889
월출산,매봉정상일원,34.76694444444444,126.7125
월출산,매봉정상하단 20m,34.76722222222222,126.7125
월출산,매봉정상하단 30m,34.7675,126.7125
월출산,바람폭포 상단 50m,34.76972222222222,126.70944444444444
월출산,광암터 부근,34.769999999999996,126.7075
월출산,광암터 상단 450m,34.76777777777777,126.70611111111111
월출산,천황봉 하단 50m,34.76638888888889,126.70361111111112
월출산,천황봉 하단 100m,34.76611111111111,126.70333333333333
월출산,남근바위 앞,34.76222222222222,126.69944444444445
월출산,산성치 정상,34.77861111111111,126.69972222222222
변산반도,쇠뿔바위 정상부,35.675555555555555,126.61888888888888
변산반도,관음봉 정상부근,35.62388888888889,126.58083333333333
변산반도,마당바위 일원,35.6375,126.56861111111111
변산반도,직소폭포 상단,35.62694444444445,126.57027777777778
무등산,탑봉,35.106944444444444,126.95916666666668
무등산,탑봉 하단 160m,35.10666666666667,126.95722222222223
무등산,새인봉 하단 10m,35.13444444444444,126.9863888888889
무등산,약사바위,35.120555555555555,126.96944444444445
무등산,새인봉 암장 남서벽,35.14277777777778,126.9863888888889
무등산,새인봉 하단 200m,35.13444444444444,126.9863888888889
무등산,서석대 전망대 하단 50m,35.12555555555556,127.00083333333333
무등산,서석대 전망대,35.12555555555556,127.0025
무등산,용추봉 하단 70m,35.12972222222222,126.90583333333333
무등산,낙타봉,35.1,127.00666666666666
무등산,만연산 정상,35.094166666666666,126.99305555555556
무등산,수레바위,35.094722222222224,126.98833333333333
